AT1	ENSG00000225630.1
B Plasma	ENSG00000170476.16
Basal	ENSG00000196754.13
Club	ENSG00000161055.4
DC Langerhans	ENSG00000101439.9
Goblet	ENSG00000160180.17
ILC A	ENSG00000115523.17
Lymphatic	ENSG00000247627.2
Macrophage	ENSG00000130208.10
Macrophage Alveolar	ENSG00000086300.17
Mesothelial	ENSG00000291237.1
Myofibroblast	ENSG00000130066.17
NK	ENSG00000185201.18
PNEC	ENSG00000101439.9
Pericytes	ENSG00000100097.12
T Cytotoxic	ENSG00000167286.11
VE Capillary B	ENSG00000206503.15
cDC1	ENSG00000204287.14
cDC2	ENSG00000159189.13
cMonocyte	ENSG00000164733.23
ncMonocyte	ENSG00000102265.12
