AT1	ENSG00000213853.10
Basal	ENSG00000230937.13
Ciliated	ENSG00000138400.13
DC Langerhans	ENSG00000110077.15
Goblet	ENSG00000209082.1
ILC A	ENSG00000182866.18
ILC B	ENSG00000182004.13
Ionocyte	ENSG00000123243.15
Macrophage	ENSG00000100097.12
Mast	ENSG00000069535.14
Pericytes	ENSG00000198467.16
SMC	ENSG00000198467.16
T	ENSG00000107742.14
VE Capillary B	ENSG00000196628.20
VE Peribronchial	ENSG00000046889.19
cDC2	ENSG00000204257.15
cMonocyte	ENSG00000008083.14
ncMonocyte	ENSG00000116701.16
pDC	ENSG00000160654.11
