B cell DEGs	ENSG00000110987.9,ENSG00000289536.1
Basophil DEGs	ENSG00000263961.8,ENSG00000165646.14
Endothelial DEGs	ENSG00000142910.16,ENSG00000120279.7
Fibroblast DEGs	ENSG00000166482.12,ENSG00000184374.3
Macrophage DEGs	ENSG00000073754.6,ENSG00000087237.12
Mig. cDC DEGs	ENSG00000223865.12,ENSG00000198502.7
Monocyte DEGs	ENSG00000110245.12,ENSG00000019169.11
Neutrophil DEGs	ENSG00000038427.16,ENSG00000163993.7
Plasma cell DEGs	ENSG00000089220.5,ENSG00000120885.22
T cell DEGs	ENSG00000109906.15,ENSG00000134539.17
cDC1 DEGs	ENSG00000145287.11,ENSG00000166428.14
pDC DEGs	ENSG00000235162.9,ENSG00000167483.19
