AT1	ENSG00000197747.9
Aberrant Basaloid	ENSG00000171345.13
Basal	ENSG00000212907.2
Ciliated	ENSG00000154099.18
Club	ENSG00000228253.1
DC Langerhans	ENSG00000223865.12
Goblet	ENSG00000189143.10
ILC A	ENSG00000134539.17
ILC B	ENSG00000168685.15
Ionocyte	ENSG00000198786.2
Lymphatic	ENSG00000212907.2
Macrophage	ENSG00000197746.15
Macrophage Alveolar	ENSG00000197766.9
Mast	ENSG00000090104.12
Mesothelial	ENSG00000198786.2
Myofibroblast	ENSG00000130066.17
NK	ENSG00000271503.7
PNEC	ENSG00000198786.2
T	ENSG00000198851.10
VE Capillary A	ENSG00000225630.1
VE Capillary B	ENSG00000154589.7
cDC1	ENSG00000223865.12
cDC2	ENSG00000196735.13
cMonocyte	ENSG00000151726.16
ncMonocyte	ENSG00000100097.12
pDC	ENSG00000008517.19
