AT1	ENSG00000005022.6
AT2	ENSG00000164741.15
Aberrant Basaloid	ENSG00000135480.17
Ciliated	ENSG00000136918.8
Club	ENSG00000248527.1
DC Langerhans	ENSG00000204472.13
Fibroblast	ENSG00000154096.14
Goblet	ENSG00000163739.5
ILC A	ENSG00000100385.15
ILC B	ENSG00000173762.8
Lymphatic	ENSG00000276409.5
Macrophage	ENSG00000165168.9
Macrophage Alveolar	ENSG00000177575.13
Mast	ENSG00000213316.10
Myofibroblast	ENSG00000129009.13
NK	ENSG00000027075.17
PNEC	ENSG00000234345.2
SMC	ENSG00000167641.11
T	ENSG00000198851.10
VE Capillary A	ENSG00000164120.14
VE Capillary B	ENSG00000008517.19
cDC1	ENSG00000172456.18
cDC2	ENSG00000179344.17
cMonocyte	ENSG00000130592.17
ncMonocyte	ENSG00000197766.9
pDC	ENSG00000213402.3
