B cell DEGs	ENSG00000069493.15,ENSG00000196092.14
Basophil DEGs	ENSG00000135426.16,ENSG00000263961.8
Cholangiocyte DEGs	ENSG00000197888.3,ENSG00000261020.1
Endothelial DEGs	ENSG00000142192.22,ENSG00000018408.15
Fibroblast DEGs	ENSG00000163430.13,ENSG00000163359.17
Macrophage DEGs	ENSG00000090674.16,ENSG00000162692.12
Mig. cDC DEGs	ENSG00000223865.12,ENSG00000196126.12
Monocyte DEGs	ENSG00000154589.7,ENSG00000155659.15
Neutrophil DEGs	ENSG00000121552.4,ENSG00000163993.7
T cell DEGs	ENSG00000134539.17,ENSG00000183918.18
cDC1 DEGs	ENSG00000237541.4,ENSG00000179344.17
cDC2 DEGs	ENSG00000204287.14,ENSG00000231389.8
pDC DEGs	ENSG00000211592.8,ENSG00000173762.8
