B cell DEGs	ENSG00000095585.18,ENSG00000108551.5
Basophil DEGs	ENSG00000026025.16,ENSG00000122862.5
Cholangiocyte DEGs	ENSG00000198763.3,ENSG00000197756.10
Endothelial DEGs	ENSG00000010327.10,ENSG00000161921.17
Fibroblast DEGs	ENSG00000204262.14,ENSG00000154096.14
Hepatocyte DEGs	ENSG00000196154.12,ENSG00000197061.5
Macrophage DEGs	ENSG00000152078.10,ENSG00000034152.20
Mig. cDC DEGs	ENSG00000100721.11,ENSG00000196126.12
Monocyte DEGs	ENSG00000110245.12,ENSG00000198417.7
Neutrophil DEGs	ENSG00000188672.19,ENSG00000143546.10
cDC1 DEGs	ENSG00000144218.21,ENSG00000196735.13
cDC2 DEGs	ENSG00000196549.13,ENSG00000242574.9
