B cell DEGs	ENSG00000228495.3,ENSG00000166349.11
Basophil DEGs	ENSG00000122862.5,ENSG00000179348.13
Endothelial DEGs	ENSG00000104067.17,ENSG00000249751.4
Fibroblast DEGs	ENSG00000182463.17,ENSG00000164107.9
Hepatocyte DEGs	ENSG00000125730.18,ENSG00000122194.20
Macrophage DEGs	ENSG00000164733.23,ENSG00000213934.9
Mig. cDC DEGs	ENSG00000198771.11,ENSG00000231389.8
Monocyte DEGs	ENSG00000284931.1,ENSG00000244734.4
Neutrophil DEGs	ENSG00000143416.21,ENSG00000065154.12
cDC1 DEGs	ENSG00000101439.9,ENSG00000204287.14
pDC DEGs	ENSG00000128322.7,ENSG00000130592.17
