B cell DEGs	ENSG00000167641.11,ENSG00000110987.9
Basophil DEGs	ENSG00000111716.14,ENSG00000164120.14
Endothelial DEGs	ENSG00000068001.14,ENSG00000105974.13
Macrophage DEGs	ENSG00000107562.18,ENSG00000169877.10
Mig. cDC DEGs	ENSG00000144218.21,ENSG00000132185.18
Monocyte DEGs	ENSG00000163106.11,ENSG00000121933.19
Neutrophil DEGs	ENSG00000104918.8,ENSG00000140379.9
Plasma cell DEGs	ENSG00000144218.21,ENSG00000159958.7
T cell DEGs	ENSG00000078596.11,ENSG00000235576.3
cDC1 DEGs	ENSG00000132514.14,ENSG00000163563.8
pDC DEGs	ENSG00000167641.11,ENSG00000132185.18
